SlaT-3347-n7	expecto	v#v-w584_MPf6_MP	exspecto-04	v#02637938	
SlaT-3347-n10	confido	v#v-w918_MPf9_MP	confido-01	v#00688377	his amicis sociisque confisus
SlaT-3347-n14	servo	v#v-w580_MPf4_MP	seruo-12	v#02280132	
SlaT-3348-n1	paro	v#v-w572_MPf14_MP	paro-10	v#02238770	
SlaT-3348-n5	supplicium	v#v-w1159_MPf5_MP	supplicium-02	n#01041968	
SlaT-3348-n8	auxilium	v#v-w1110_MPf8_MP	auxilium-01	n#00823750	
SlaT-3349-n1	cedo	v#v-w583_MPf5_MP	cedo-29	v#02610845	
SlaT-3349-n3	vigilo	v#v-w1271_MPf4_MP	uigilo-02	v#02151966	
SlaT-3349-n4	ago	v#v-w250_MPf11_MP	ago-NEW-28		perform an action, or work out or perform (an action)
SlaT-3349-n5	consulo	v#v-w630_MPf7_MP	consulo-04	v#00699626	
SlaT-3350-n1	imploro	v#v-w1376_MPf1_MP	imploro-01	v#00759269	
SlaT-3350-n2	trado	v#v-w148_MPf13_MP	trado-02	v#00887463	
SlaT-3351-n1	sum	v#v-w2_MPf253_MP	have-mod-91		
SlaT-3351-n3	irascor	v#v-w650_MPf3_MP	irascor-02	v#01787106	
SlaT-3351-n4	infestus	v#v-w1367_MPf2_MP	infestus-03	a#01244410	
SlaT-3352-n4	iubeo	v#v-w563_MPf2_MP	iubeo-01	v#00715868	
SlaT-3352-n15	neco	v#v-w1208_MPf7_MP	neco-03	v#01323958	
SlaT-3352-n11	pugno	v#v-w627_MPf4_MP	pugno-07	v#01092366	
SlaT-3352-n18	do	v#v-w72_MPf6_MP	do-poenas-NEW-01 (or do-NEW-42)		suffer punishment
SlaT-3353-n1	cunctor	v#v-w1342_MPf3_MP	cunctor-01	v#00687523	
SlaT-3353-n3	statuo	v#v-w624_MPf8_MP	statuo-04	v#00697589	
SlaT-3354-n1	obsto	v#v-w718_MPf3_MP	obsto-11	v#02693691	
SlaT-3355-n1	parco	v#v-w621_MPf2_MP	parco-02	v#01196037	
3355a2	parco	v#v-w621_MPf2_MP	parco-02	v#01196037	
3355a3	parco	v#v-w621_MPf2_MP	parco-02	v#01196037	
SlaT-3355-n10	parco	v#v-w621_MPf2_MP	parco-02	v#01196037	
SlaT-3356-n1	ignosco	v#v-w787_MPf3_MP	ignosco-01	v#00893167	
SlaT-3356-n4	facio	v#v-w76_MPf24_MP	facio-25	v#01752884	
SlaT-3357-n1	loquor	v#v-w84_MPf13_MP	loquor-04	v#01009240	
SlaT-3358-n1	habeo	v#v-w73_MPf15_MP	habeo-15	v#02445509	
SlaT-3358-n2	sum	v#v-w2_MPf113_MP	belong-91		
SlaT-3358-n8	consilium	v#v-w316_MPf8_MP	consilium-12	n#05907682	
SlaT-3359-n1	patior	v#v-w450_MPf4_MP	patior-07	v#00802946	
SlaT-3359-n5	sum	v#v-w2_MPf115_MP	exist-91		
SlaT-3359-n4	conscribo	v#v-w859_MPf5_MP	conscribo-07	v#02471327	
SlaT-3359-n10	corrigo	v#v-w1382_MPf1_MP	corrigo-04	v#00199912	
SlaT-3359-n14	contemno	v#v-w214_MPf6_MP	contemno-01	v#00616857	
SlaT-3360-n2	sum	v#v-w2_MPf111_MP	have-mod-91		
SlaT-3360-n3	circumvenio	v#v-w838_MPf3_MP	circumuenio-04	v#01126700	
SlaT-3361-n1	urgeo	v#v-w753_MPf2_MP	urgeo-NEW-01	v#02744061	hang over, as of something threatening, dark, or menacing
SlaT-3362-n1	sum	v#v-w2_MPf246_MP	have-place-91		
SlaT-3363-n4	paro	v#v-w572_MPf4_MP	paro-01	v#00406243	
SlaT-3363-n6	consulo	v#v-w630_MPf11_MP	consulo-02	v#00697589	
SlaT-3364-n4	propero	v#v-w651_MPf9_MP	propero-03	v#00459498	
SlaT-3365-n1	censeo	v#v-w6_MPf5_MP	censeo-NEW-20	v#00875394	propose; [WN] make a proposal, declare a plan for something
SlaT-3365-n49	sumo	v#v-w14_MPf21_MP	sumo-NEW-22	v#02499629	[WN] impose a penalty on; inflict punishment on
SlaT-3365-n6	venio	v#v-w34_MPf13_MP	uenio-04	v#00542120	
SlaT-3365-n7	consilium	v#v-w316_MPf7_MP	consilium-21	n#08309409	
SlaT-3365-n10	scelero	v#v-w1381_MPf2_MP	scelero-NEW-04		be impious, wicked, infamous, vicious
SlaT-3365-n18	convinco	v#v-w94_MPf3_MP	conuinco-06	v#00906367	
SlaT-3365-n19	indicium	v#v-w315_MPf5_MP	indicium-03	n#06642672	
SlaT-3365-n26	confiteor	v#v-w108_MPf6_MP	confiteor-03	v#00819508	
SlaT-3365-n27	paro	v#v-w572_MPf19_MP	paro-07	v#01638368	
SlaT-3365-n41	confiteor	v#v-w108_MPf9_MP	confiteor-03	v#00819508	
3365a8	sumo	v#v-w14_MPf21_MP	sumo-NEW-22	v#02499629	[WN] impose a penalty on; inflict punishment on
3365a10	supplicium	v#v-w1159_MPf3_MP	supplicium-03	n#01160342	
SlaT-3365-n48	supplicium	v#v-w1159_MPf3_MP	supplicium-03	n#01160342	
SlaT-3366-n2	assido	v#v-w1292_MPf2_MP	assido-03	v#01984902	
SlaT-3366-n11	laudo	v#v-w594_MPf9_MP	laudo-03/laudo-06	v#00856824/v#00882395	
SlaT-3366-n14	fero	v#v-w392_MPf11_MP	fero-38	v#01974062	
SlaT-3366-n18	voco	v#v-w23_MPf6_MP	uoco-NEW-13	v#01030132	assign a name or title to
SlaT-3366-n21	increpo	v#v-w1245_MPf2_MP	increpo-02	v#00825975	
SlaT-3367-n1	habeo	v#v-w73_MPf59_MP	habeo-07	v#00689950	
SlaT-3368-n1	fio	v#v-w565_MPf14_MP	fio-02	v#00339934	
SlaT-3368-n4	censeo	v#v-w6_MPf6_MP	censeo-NEW-20	v#00875394	propose; [WN] make a proposal, declare a plan for something
SlaT-3369-n2	libet	v#v-w729_MPf4_MP	libet-02	v#01816054	
SlaT-3369-n5	lego	v#v-w233_MPf3_MP	lego2-NEW-21		read; [WN] interpret something that is written or printed
SlaT-3369-n7	audio	v#v-w216_MPf6_MP	audio-13	v#02171039	
SlaT-3369-n11	facio	v#v-w76_MPf23_MP	facio-23	v#01712704	
SlaT-3369-n23	attendo	v#v-w951_MPf7_MP	attendo-04	v#00920336	
SlaT-3369-n24	sustineo	v#v-w646_MPf2_MP	sustineo-02	v#00223374	
SlaT-3370-n1	scio	v#v-w90_MPf13_MP	scio-04	v#00594621	
SlaT-3370-n2	contendo	v#v-w684_MPf6_MP	contendo-11	v#01090335	
SlaT-3371-n1	cognosco	v#v-w118_MPf38_MP	cognosco-05	v#00597915	
SlaT-3371-n3	gero	v#v-w570_MPf3_MP	gero-15	v#02445509	
SlaT-3371-n9	toleror	v#v-w1162_MPf1_MP	tolero-02	v#00668099	
3371a4	sum	v#v-w2_MPf248_MP	have-place-91		
SlaT-3371-n16	sum	v#v-w2_MPf248_MP	have-place-91		
SlaT-3372-n2	consto	v#v-w238_MPf3_MP	consto-NEW-18		be manifest, evident, well known
SlaT-3372-n4	agito	v#v-w631_MPf4_MP	agito-04	v#00813044	
SlaT-3372-n7	patro	v#v-w1229_MPf2_MP	patro-02	v#01640855	
SlaT-3372-n13	facio	v#v-w76_MPf10_MP	facio-17	v#01645601	
3372a3	supero	v#v-w207_MPf4_MP	supero-04	v#01108148	
SlaT-3372-n18	supero	v#v-w207_MPf4_MP	supero-04	v#01108148	
SlaT-3373-n3	corrumpo	v#v-w514_MPf1_MP	corrumpo-05	v#00783246	
SlaT-3373-n8	sustento	v#v-w1383_MPf1_MP	sustento-01	v#00668099	
SlaT-3373-n18	sum	v#v-w2_MPf99_MP	have-mod-91		
3373a2	sum	v#v-w2_MPf99_MP	have-mod-91		
SlaT-3374-n2	sum	v#v-w2_MPf115_MP	exist-91		
SlaT-3374-n3	memoria	v#v-w1107_MPf4_MP	memoria-13	n#15121406	
SlaT-3374-n11	diversus	v#v-w323_MPf1_MP			
SlaT-3375-n1	sum	v#v-w2_MPf106_MP	exist-91		
SlaT-3375-n2	offero	v#v-w666_MPf3_MP	offero-04	v#00772967	
SlaT-3375-n6	praetereo	v#v-w220_MPf2_MP	praetereo-06	v#01059564	
SlaT-3375-n9	consilium	v#v-w316_MPf1_MP	consilium-08	n#05838176	
SlaT-3375-n10	aperio	v#v-w699_MPf4_MP	aperio-15	v#02140033	
SlaT-3375-n16	possum	v#v-w197_MPf4_MP			
SlaT-3376-n3	sum	v#v-w2_MPf104_MP	have-mod-91		
3376a2	sum	v#v-w2_MPf104_MP	have-mod-91		
SlaT-3376-n12	par	v#v-w1067_MPf2_MP			
3376a3	sum	v#v-w2_MPf104_MP	have-mod-91		
3376a4	par	v#v-w1067_MPf2_MP			
3376a5	sum	v#v-w2_MPf249_MP	belong-91		
SlaT-3377-n3	habeo	v#v-w73_MPf51_MP	habeo-07	v#00689950	
3377a2	habeo	v#v-w73_MPf51_MP	habeo-07	v#00689950	
SlaT-3377-n13	facio	v#v-w76_MPf59_MP	facio-05	v#00120675	
SlaT-3377-n19	addo	v#v-w443_MPf19_MP	addo-02	v#00182406	
3378a1	adipiscor	v#v-w913_MPf4_MP	adipiscor-08	v#02526085	
SlaT-3378-n3	do	v#v-w72_MPf35_MP	do-04	v#00806049	
SlaT-3378-n4	sublevo	v#v-w1384_MPf1_MP	subleuo-08	v#02547586	
SlaT-3378-n5	ignosco	v#v-w787_MPf4_MP	ignosco-02	v#00903385	
SlaT-3378-n6	adipiscor	v#v-w913_MPf4_MP	adipiscor-08	v#02526085	
SlaT-3378-n8	largior	v#v-w955_MPf4_MP	largior-04	v#02263692	
SlaT-3379-n2	sum	v#v-w2_MPf112_MP	have-place-91		
3379a1	sum	v#v-w2_MPf112_MP	have-place-91		
3380a1	laudo	v#v-w594_MPf4_MP	laudo-08	v#01023071	
SlaT-3380-n4	laudo	v#v-w594_MPf4_MP	laudo-08	v#01023071	
SlaT-3381-n1	induco	v#v-w221_MPf33_MP	induco-03	v#00187526	
SlaT-3381-n6	laboro	v#v-w731_MPf2_MP	laboro-07	v#02419773	
SlaT-3381-n7	vigilo	v#v-w1271_MPf4_MP	uigilo-NEW-03		be awake, not sleep
SlaT-3382-n2	neglego	v#v-w1164_MPf2_MP	neglego-NEW-01	v#00616857	neglect, disregard; [WN] give little or no attention to
SlaT-3382-n3	intendo	v#v-w29_MPf13_MP	intendo-06	v#00722232	
SlaT-3382-n7	denego	v#v-w1385_MPf1_MP	denego-03	v#02212825	
SlaT-3382-n9	sum	v#v-w2_MPf99_MP	have-mod-91		
SlaT-3382-n11	dignus	v#v-w1361_MPf2_MP			
SlaT-3383-n1	exopto	v#v-w1167_MPf2_MP	exopto-01	v#01828405	
SlaT-3383-n9	enitesco	v#v-w1386_MPf1_MP	enitesco-02	v#02674564	
SlaT-3384-n2	sum	v#v-w2_MPf115_MP	belong-91		
SlaT-3384-n4	studium	v#v-w59_MPf8_MP	studium-03	n#04945057	
3385a1	certo	v#v-w755_MPf5_MP	certo-04	v#01072262	
3385a2	certo	v#v-w755_MPf5_MP	certo-04	v#01072262	
3385a3	certo	v#v-w755_MPf5_MP	certo-04	v#01072262	
3385a4	certo	v#v-w755_MPf5_MP	certo-04	v#01072262	
SlaT-3385-n14	certo	v#v-w755_MPf5_MP	certo-04	v#01072262	
SlaT-3386-n1	sum	v#v-w2_MPf99_MP	have-mod-91		
SlaT-3386-n2	video	v#v-w16_MPf43_MP	uideo-10	v#02133435	
SlaT-3387-n3	peto	v#v-w564_MPf10_MP	peto-11	v#01317533	
SlaT-3387-n1	assequor	v#v-w917_MPf3_MP	assequor-08	v#02000868	
SlaT-3388-n1	iubeo	v#v-w563_MPf14_MP	iubeo-02/iubeo-04	v#00746718/v#00747135	
SlaT-3388-n6	dico	v#v-w9_MPf38_MP	dico2-18	v#01009240	
SlaT-3388-n2	discedo	v#v-w641_MPf13_MP	discedo-NEW-12		go over to another's opinion [with sententiam]
SlaT-3388-n8	reor	v#v-w662_MPf3_MP	reor-05	v#00689344	
SlaT-3388-n10	facio	v#v-w76_MPf30_MP	facio-23	v#01712704	
SlaT-3388-n11	antecapio	v#v-w1194_MPf2_MP	antecapio-04	v#02565491	
SlaT-3388-n13	insto	v#v-w697_MPf2_MP	insto-12	v#02744061	
SlaT-3388-n15	novo	v#v-w1327_MPf2_MP	nouo-10	v#00350104	
SlaT-3388-n20	paro	v#v-w572_MPf13_MP	paro-02	v#00406963	
SlaT-3388-n21	postulo	v#v-w768_MPf16_MP	postulo-NEW-10	v#02627934	
SlaT-3388-n23	supplicium	v#v-w1159_MPf3_MP	supplicium-03	n#01160342	
SlaT-3389-n1	deduco	v#v-w80_MPf15_MP	deduco-16	v#02026086	
SlaT-3390-n1	fio	v#v-w565_MPf7_MP	fio-02	v#00339934	
SlaT-3391-n1	sum	v#v-w2_MPf102_MP	have-place-91		
SlaT-3391-n4	appello	v#v-w607_MPf4_MP	appello-14	v#01028748	
SlaT-3391-n7	deprimo	v#v-w1387_MPf1_MP	deprimo-05	v#01574923	
SlaT-3391-n11	ascendo	v#v-w130_MPf6_MP	ascendo-11	v#01968569	
SlaT-3392-n2	munio	v#v-w874_MPf8_MP	munio-07	v#01130607	
3392a2	munio	v#v-w874_MPf8_MP	munio-07	v#01130607	
SlaT-3392-n8	iungo	v#v-w656_MPf2_MP	iungo-33	v#02622234	
SlaT-3393-n2	sum	v#v-w2_MPf104_MP	have-mod-91		
SlaT-3394-n1	frango	v#v-w614_MPf2_MP	frango-01	v#00107943	
SlaT-3394-n2	demitto	v#v-w781_MPf4_MP	demitto-15	v#01973125	
SlaT-3394-n6	vindex	v#v-w1388_MPf1_MP	uindico-11	v#02499629	
SlaT-3394-n9	sum	v#v-w2_MPf115_MP	belong-91		
SlaT-3395-n1	invenio	v#v-w138_MPf47_MP	inuenio-08	v#02206014	
SlaT-3395-n8	habeo	v#v-w73_MPf15_MP	have-91		
SlaT-3395-n14	dignus	v#v-w1361_MPf3_MP			
SlaT-3395-n17	facio	v#v-w76_MPf45_MP	facio-23	v#01712704	
SlaT-3396-n1	sumo	v#v-w14_MPf21_MP	sumo-NEW-22	v#02499629	[WN] impose a penalty on; inflict punishment on
SlaT-3396-n9	supplicium	v#v-w1159_MPf3_MP	supplicium-03	n#01160342	
SlaT-3397-n2	gero	v#v-w570_MPf11_MP	gero-15	v#02445509	
SlaT-3397-n6	instituo	v#v-w554_MPf5_MP	instituo-06	v#01463963	
SlaT-3397-n11	adduco	v#v-w679_MPf10_MP	adduco-18	v#02077656	
SlaT-3397-n13	habeo	v#v-w73_MPf17_MP	have-91		
SlaT-3397-n17	compleo	v#v-w398_MPf6_MP	compleo-04	v#00455750	
SlaT-3398-n3	venio	v#v-w34_MPf6_MP	uenio-07	v#02005948	
SlaT-3398-n9	distribuo	v#v-w1283_MPf2_MP	distribuo-02	v#01504130	
SlaT-3398-n11	expleo	v#v-w880_MPf3_MP	expleo-02	v#00452512	
SlaT-3398-n17	habeo	v#v-w73_MPf20_MP	have-91		
SlaT-3399-n2	sum	v#v-w2_MPf118_MP	have-mod-91		
SlaT-3399-n8	instruo	v#v-w750_MPf2_MP	instruo-01	v#00406243	
SlaT-3400-n2	armo	v#v-w865_MPf3_MP	armo-06	v#01088381	
3400a1	porto	v#v-w807_MPf7_MP	porto-07	v#02717102	
SlaT-3400-n9	porto	v#v-w807_MPf7_MP	porto-07	v#02717102	
SlaT-3400-n12	praeacuo	v#v-w1389_MPf1_MP	praeacuo-01	v#01246601	
SlaT-3401-n3	advento	v#v-w1390_MPf2_MP	aduento-02	v#02053941	
SlaT-3401-n7	facio	v#v-w76_MPf21_MP	facio-25	v#01752884	
3401a1	moveo	v#v-w360_MPf54_MP	moueo-23	v#01850315	
SlaT-3401-n14	moveo	v#v-w360_MPf55_MP	moueo-23	v#01850315	
SlaT-3401-n17	do	v#v-w72_MPf19_MP	do-24/do-25	v#02255268/v#02255462	
SlaT-3401-n20	pugno	v#v-w627_MPf4_MP	pugno-07	v#01092366	
SlaT-3402-n1	spero	v#v-w222_MPf5_MP	spero-08	v#01826723	
SlaT-3402-n2	habeo	v#v-w73_MPf15_MP	have-91		
SlaT-3402-n7	patro	v#v-w1229_MPf3_MP	patro-01	v#00485609	
SlaT-3402-n10	incipio	v#v-w121_MPf17_MP	incipio-06	v#01864230	
SlaT-3403-n1	repudio	v#v-w1341_MPf1_MP	repudio-09	v#02502916	
SlaT-3403-n4	concurro	v#v-w552_MPf5_MP	concurro-07	v#02025353	
SlaT-3403-n11	fretus	v#v-w1391_MPf1_MP			
SlaT-3403-n13	conjuratio	v#v-w1094_MPf4_MP	coniuratio-05	n#05908882	
SlaT-3403-n14	existimo	v#v-w591_MPf3_MP	existimo-01	v#00631737	
SlaT-3403-n16	video	v#v-w16_MPf56_MP	uideo-10	v#02133435	
SlaT-3403-n17	alienus	v#v-w1336_MPf1_MP			
SlaT-3403-n20	communico	v#v-w1228_MPf4_MP	communico-05	v#01295275	
SlaT-3403-n21	causa	v#v-w258_MPf7_MP	causa-NEW-21		aim or principle which a group of people supports or is fighting for
SlaT-3404-n2	dilabor	v#v-w1392_MPf1_MP	dilabor-NEW-11	v#02028994	move away in different directions, scatter, disperse; [WN] move away from each other
SlaT-3404-n3	pervenio	v#v-w79_MPf35_MP	peruenio-07	v#02020590	
SlaT-3404-n5	nuntius	v#v-w1393_MPf1_MP	nuntius-03	n#06681551	
SlaT-3404-n7	patefacio	v#v-w246_MPf4_MP	patefacio-02	v#00933821	
SlaT-3404-n9	conjuratio	v#v-w1094_MPf4_MP	coniuratio-05	n#05908882	
SlaT-3404-n10	sumo	v#v-w14_MPf21_MP	sumo-NEW-22	v#02499629	[WN] impose a penalty on; inflict punishment on
SlaT-3404-n15	memoro	v#v-w694_MPf7_MP	memoro-05	v#01024190	
SlaT-3404-n18	supplicium	v#v-w1159_MPf3_MP	supplicium-03	n#01160342	
SlaT-3404-n21	illicio	v#v-w224_MPf4_MP	illicio-01	v#00782527	
SlaT-3404-n27	studium	v#v-w59_MPf8_MP	studium-03	n#04945057	
SlaT-3405-n1	abduco	v#v-w922_MPf4_MP	abduco-05? DIR3		
SlaT-3405-n10	consilium	v#v-w316_MPf2_MP	consilium-13	n#05982152	
SlaT-3405-n12	perfugio	v#v-w1394_MPf1_MP	perfugio-NEW-04		take refuge
SlaT-3406-n2	praesideo	v#v-w1003_MPf4_MP	praesideo-06	v#02691214	
SlaT-3406-n11	existimo	v#v-w591_MPf3_MP	existimo-01	v#00631737	
SlaT-3406-n12	agito	v#v-w631_MPf9_MP	agito-04	v#00813044	
SlaT-3406-n17	dico	v#v-w9_MPf38_MP	dico2-18	v#01009240	
SlaT-3407-n3	cognosco	v#v-w118_MPf24_MP	cognosco-06	v#00598954	
SlaT-3407-n7	moveo	v#v-w360_MPf56_MP	moueo-23	v#01850315	
SlaT-3407-n10	consido	v#v-w771_MPf3_MP	consido-13	v#01988458	
SlaT-3407-n14	sum	v#v-w2_MPf115_MP	have-place-91		
SlaT-3407-n16	propero	v#v-w651_MPf10_MP	propero-05	v#02058994	
SlaT-3408-n2	absum	v#v-w994_MPf6_MP	absum-NEW-07		be far, distant
SlaT-3408-n7	sequor	v#v-w109_MPf46_MP	sequor-09	v#02000868	
SlaT-3408-n13	expedio	v#v-w767_MPf4_MP	expedio-01	v#00406243	
SlaT-3409-n2	statuo	v#v-w624_MPf9_MP	statuo-04	v#00697589	
SlaT-3409-n4	video	v#v-w16_MPf67_MP	uideo-NEW-16	v#00591115	perceive (an idea or situation) mentally
SlaT-3409-n7	claudo	v#v-w609_MPf4_MP	claudo2-08	v#01127411	
SlaT-3409-n14	adverto	v#v-w247_MPf4_MP			
SlaT-3409-n23	reor	v#v-w662_MPf3_MP	reor-05	v#00689344	
SlaT-3409-n25	facio	v#v-w76_MPf45_MP	facio-23	v#01712704	
SlaT-3409-n28	tento	v#v-w105_MPf5_MP	tempto-11	v#02531625	
SlaT-3409-n32	confligo	v#v-w1041_MPf3_MP	confligo-05	v#01092366	
SlaT-3410-n1	habeo	v#v-w73_MPf15_MP	habeo-NEW-24	v#00989602	deliver (a speech, oration, or idea)
SlaT-3410-n3	advoco	v#v-w1345_MPf2_MP	aduoco-05	v#00793037	
SlaT-3411-n1	habeo	v#v-w73_MPf70_MP	habeo-NEW-25	TBD	hold or keep a person or thing in any condition or quality; [WN] cause to continue in a certain state, position, or activity
SlaT-3411-n2	comperio	v#v-w816_MPf2_MP	comperio-NEW-09	v#00721302	learn or discover with certainty
SlaT-3411-n6	addo	v#v-w443_MPf20_MP	addo-01	v#00153263	
3411a3	fio	v#v-w565_MPf19_MP	fio-01	v#00149583	
SlaT-3411-n14	fio	v#v-w565_MPf19_MP	fio-01	v#00149583	
SlaT-3412-n2	insum	v#v-w150_MPf3_MP	have-place-91		
3412a1	soleo	v#v-w573_MPf6_MP	soleo-02	v#02370131	
SlaT-3412-n11	pateo	v#v-w128_MPf11_MP	pateo-03	v#01548181	
SlaT-3413-n1	hortor	v#v-w710_MPf6_MP	hortor-02	v#00771341	
SlaT-3413-n2	excito	v#v-w722_MPf4_MP	excito-20	v#01762528	
SlaT-3414-n1	officio	v#v-w1272_MPf3_MP	officio-04	v#02451912	
SlaT-3414-n2	timor	v#v-w1104_MPf2_MP	timor-01	n#07519253	
SlaT-3415-n2	advoco	v#v-w1345_MPf3_MP	aduoco-05	v#00793037	
SlaT-3415-n6	moneo	v#v-w661_MPf4_MP	moneo-07	v#00872886	
SlaT-3415-n8	aperio	v#v-w699_MPf4_MP	aperio-03	v#00933821	
SlaT-3415-n10	causa	v#v-w258_MPf7_MP	causa-17	n#09178999	
SlaT-3415-n11	consilium	v#v-w316_MPf4_MP	consilium-10	n#05901508	
SlaT-3416-n1	scio	v#v-w90_MPf12_MP	scio-04	v#00594621	
SlaT-3416-n5	affero	v#v-w226_MPf7_MP	affero-06	v#01645601	
SlaT-3416-n21	proficiscor	v#v-w645_MPf11_MP	proficiscor-03	v#01835496	
SlaT-3416-n18	opperior	v#v-w1193_MPf1_MP	opperior-02	v#02637938	
SlaT-3417-n1	intelligo	v#v-w117_MPf25_MP	intellego-03	v#00592341	
SlaT-3417-n4	sum	v#v-w2_MPf250_MP	have-place-91		
SlaT-3418-n1	obsto	v#v-w718_MPf2_MP	obsto-02	v#01078783	
SlaT-3419-n1	prohibeo	v#v-w381_MPf9_MP	prohibeo-10	v#02452885	
SlaT-3419-n2	sum	v#v-w2_MPf128_MP	have-place-91		
SlaT-3419-n6	fero	v#v-w392_MPf10_MP	fero-09	v#00668099	
SlaT-3420-n7	aperio	v#v-w699_MPf4_MP	aperio-08	v#01346003	
SlaT-3420-n2	placeo	v#v-w585_MPf6_MP	placeo-07	v#02291135	
SlaT-3420-n3	eo	v#v-w470_MPf8_MP	eo-09	v#01835496	
SlaT-3421-n1	moneo	v#v-w661_MPf5_MP	moneo-01	v#00610538	
SlaT-3421-n5	sum	v#v-w2_MPf113_MP	have-mod-91		
SlaT-3421-n9	paro	v#v-w572_MPf4_MP	paro-01	v#00406243	
SlaT-3421-n10	memini	v#v-w1340_MPf1_MP	memini-02/memini-03	v#00609506/v#00609683	
SlaT-3421-n11	ineo	v#v-w707_MPf4_MP	ineo-02	v#00348252	
SlaT-3421-n13	porto	v#v-w807_MPf7_MP	porto-07	v#02717102	
SlaT-3422-n1	sum	v#v-w2_MPf111_MP	have-mod-91		
SlaT-3422-n2	vinco	v#v-w143_MPf6_MP	uinco-03	v#01100145	
SlaT-3422-n5	tueor	v#v-w653_MPf3_MP	tueor-06/tueor-07/tueor-14	v#01128193/v#01129337/v#02280132	
3423a1	pateo	v#v-w128_MPf12_MP	pateo-02	v#01346804	
SlaT-3423-n4	pateo	v#v-w128_MPf12_MP	pateo-02	v#01346804	
SlaT-3424-n2	fio	v#v-w565_MPf20_MP	fio-01	v#00149583	
SlaT-3424-n3	cedo	v#v-w583_MPf2_MP	cedo-11	v#01113806	
SlaT-3424-n7	adverto	v#v-w247_MPf4_MP			
SlaT-3424-n8	tego	v#v-w613_MPf5_MP	tego-04	v#01129337	
SlaT-3424-n15	tego	v#v-w613_MPf5_MP	tego-04	v#01129337	
SlaT-3425-n1	impendeo	v#v-w1395_MPf1_MP	impendeo-NEW-01	v#02744061	impend; [WN] hang over, as of something threatening, dark, or menacing
SlaT-3425-n8	necessitudo	v#v-w1224_MPf1_MP	necessitudo-04	n#14449126	
SlaT-3426-n1	certo	v#v-w755_MPf4_MP	certo-06	v#01092366	
SlaT-3427-n1	sum	v#v-w2_MPf107_MP	have-mod-91		
SlaT-3427-n4	pugno	v#v-w627_MPf4_MP	pugno-07	v#01092366	
SlaT-3427-n5	potentia	v#v-w313_MPf3_MP	potentia-04	n#05190804	
SlaT-3428-n1	aggredior	v#v-w779_MPf5_MP	aggredior-04	v#01119169	
SlaT-3428-n4	memor	v#v-w1222_MPf1_MP	memoro-01	v#00607780	
SlaT-3429-n4	ago	v#v-w250_MPf16_MP	ago-26	v#02708420	
SlaT-3429-n9	expecto	v#v-w584_MPf3_MP	exspecto-03	v#00720497	
SlaT-3429-n12	amitto	v#v-w596_MPf3_MP	amitto-12	v#02287789	
SlaT-3429-n15	alienus	v#v-w1336_MPf3_MP			
SlaT-3430-n1	decerno	v#v-w635_MPf9_MP	decerno-07	v#00763399	
SlaT-3430-n2	video	v#v-w16_MPf68_MP	uideo-10	v#02133435	
SlaT-3430-n6	intolero	v#v-w1166_MPf2_MP	tolero-02	v#00668099	
SlaT-3430-n8	sequor	v#v-w109_MPf46_MP	sequor-13	v#02346895	
SlaT-3431-n4	opus	v#v-w1019_MPf4_MP	opus-23	n#09367203	
SlaT-3431-n2	relinquo	v#v-w69_MPf16_MP	relinquo-05	v#01842367	
SlaT-3432-n1	muto	v#v-w244_MPf6_MP	muto-04	v#00126264	
SlaT-3432-n3	victor	v#v-w1172_MPf1_MP	uinco-05	v#01108148	
SlaT-3433-n1	sum	v#v-w2_MPf239_MP	identity-91		
SlaT-3433-n4	spero	v#v-w222_MPf2_MP	spero-01	v#00688377	
SlaT-3433-n7	averto	v#v-w792_MPf3_MP	auerto-17	v#02064887	
SlaT-3433-n9	tego	v#v-w613_MPf6_MP	tego-03	v#01128193	
SlaT-3434-n1	sum	v#v-w2_MPf104_MP	have-mod-91		
SlaT-3434-n5	timeo	v#v-w567_MPf5_MP	timeo-01	v#01780202	
SlaT-3435-n1	habeo	v#v-w73_MPf19_MP	have-91		
SlaT-3436-n1	teneo	v#v-w172_MPf11_MP	teneo-27	v#02647311	
SlaT-3436-n3	considero	v#v-w27_MPf12_MP	considero-03	v#00711715	
SlaT-3436-n6	aestimo	v#v-w189_MPf8_MP	aestimo-02	v#00660971	
SlaT-3436-n7	facio	v#v-w76_MPf45_MP	facio-23	v#01712704	
SlaT-3437-n1	hortor	v#v-w710_MPf7_MP	hortor-06	v#01818235	
SlaT-3437-n8	necessitudo	v#v-w1224_MPf1_MP	necessitudo-04	n#14449126	
SlaT-3437-n10	facio	v#v-w76_MPf16_MP	facio-05	v#00120675	
SlaT-3438-n1	prohibeo	v#v-w381_MPf10_MP	prohibeo-07	v#02450505	
SlaT-3438-n6	circumvenio	v#v-w838_MPf6_MP	circumuenio-09	v#01587062	
SlaT-3439-n1	caveo	v#v-w843_MPf4_MP	caueo-17	v#02726044	
SlaT-3439-n2	invideo	v#v-w889_MPf4_MP	inuideo-04	v#02237338	
SlaT-3439-n7	amitto	v#v-w596_MPf3_MP	amitto-12	v#02287789	
SlaT-3439-n10	trucido	v#v-w1396_MPf1_MP	trucido-02	v#01322854	
SlaT-3439-n11	capio	v#v-w106_MPf12_MP	capio-22	v#01439190	
3439a7	trucido	v#v-w1396_MPf2_MP	trucido-02	v#01322854	
